Provincias;Sexo;Generación;Periodo;Total
03 Alicante/Alacant;Ambos sexos;16 años;2019S1;-15
03 Alicante/Alacant;Ambos sexos;16 años;2018S2;2
03 Alicante/Alacant;Ambos sexos;16 años;2018S1;5
03 Alicante/Alacant;Ambos sexos;16 años;2017S2;8
03 Alicante/Alacant;Ambos sexos;16 años;2017S1;11
03 Alicante/Alacant;Ambos sexos;16 años;2016S2;-11
03 Alicante/Alacant;Ambos sexos;16 años;2016S1;-3
03 Alicante/Alacant;Ambos sexos;16 años;2015S2;11
03 Alicante/Alacant;Ambos sexos;16 años;2015S1;-3
03 Alicante/Alacant;Ambos sexos;16 años;2014S2;0
03 Alicante/Alacant;Ambos sexos;16 años;2014S1;-9
03 Alicante/Alacant;Ambos sexos;16 años;2013S2;9
03 Alicante/Alacant;Ambos sexos;16 años;2013S1;-15
03 Alicante/Alacant;Ambos sexos;16 años;2012S2;-2
03 Alicante/Alacant;Ambos sexos;16 años;2012S1;-16
03 Alicante/Alacant;Ambos sexos;16 años;2011S2;4
03 Alicante/Alacant;Ambos sexos;16 años;2011S1;-7
03 Alicante/Alacant;Ambos sexos;16 años;2010S2;-5
03 Alicante/Alacant;Ambos sexos;16 años;2010S1;-12
03 Alicante/Alacant;Ambos sexos;16 años;2009S2;-7
03 Alicante/Alacant;Ambos sexos;16 años;2009S1;-2
03 Alicante/Alacant;Ambos sexos;16 años;2008S2;-24
03 Alicante/Alacant;Ambos sexos;16 años;2008S1;-23
03 Alicante/Alacant;Ambos sexos;17 años;2021S1;9
03 Alicante/Alacant;Ambos sexos;17 años;2020S2;0
03 Alicante/Alacant;Ambos sexos;17 años;2020S1;7
03 Alicante/Alacant;Ambos sexos;17 años;2019S2;-9
03 Alicante/Alacant;Ambos sexos;17 años;2019S1;-20
03 Alicante/Alacant;Ambos sexos;17 años;2018S2;-6
03 Alicante/Alacant;Ambos sexos;17 años;2018S1;-7
03 Alicante/Alacant;Ambos sexos;17 años;2017S2;20
03 Alicante/Alacant;Ambos sexos;17 años;2017S1;-10
03 Alicante/Alacant;Ambos sexos;17 años;2016S2;10
03 Alicante/Alacant;Ambos sexos;17 años;2016S1;14
03 Alicante/Alacant;Ambos sexos;17 años;2015S2;1
03 Alicante/Alacant;Ambos sexos;17 años;2015S1;14
03 Alicante/Alacant;Ambos sexos;17 años;2014S2;-3
03 Alicante/Alacant;Ambos sexos;17 años;2014S1;7
03 Alicante/Alacant;Ambos sexos;17 años;2013S2;3
03 Alicante/Alacant;Ambos sexos;17 años;2013S1;-6
03 Alicante/Alacant;Ambos sexos;17 años;2012S2;-4
03 Alicante/Alacant;Ambos sexos;17 años;2012S1;-11
03 Alicante/Alacant;Ambos sexos;17 años;2011S2;5
03 Alicante/Alacant;Ambos sexos;17 años;2011S1;-0
03 Alicante/Alacant;Ambos sexos;17 años;2010S2;-19
03 Alicante/Alacant;Ambos sexos;17 años;2010S1;-36
03 Alicante/Alacant;Ambos sexos;17 años;2009S2;-8
03 Alicante/Alacant;Ambos sexos;17 años;2009S1;1
03 Alicante/Alacant;Ambos sexos;17 años;2008S2;-4
03 Alicante/Alacant;Ambos sexos;17 años;2008S1;-23
03 Alicante/Alacant;Ambos sexos;18 años;2021S1;-7
03 Alicante/Alacant;Ambos sexos;18 años;2020S2;14
03 Alicante/Alacant;Ambos sexos;18 años;2020S1;4
03 Alicante/Alacant;Ambos sexos;18 años;2019S2;2
03 Alicante/Alacant;Ambos sexos;18 años;2019S1;-11
03 Alicante/Alacant;Ambos sexos;18 años;2018S2;-17
03 Alicante/Alacant;Ambos sexos;18 años;2018S1;-4
03 Alicante/Alacant;Ambos sexos;18 años;2017S2;-2
03 Alicante/Alacant;Ambos sexos;18 años;2017S1;-3
03 Alicante/Alacant;Ambos sexos;18 años;2016S2;2
03 Alicante/Alacant;Ambos sexos;18 años;2016S1;13
03 Alicante/Alacant;Ambos sexos;18 años;2015S2;-3
03 Alicante/Alacant;Ambos sexos;18 años;2015S1;8
03 Alicante/Alacant;Ambos sexos;18 años;2014S2;-3
03 Alicante/Alacant;Ambos sexos;18 años;2014S1;-1
03 Alicante/Alacant;Ambos sexos;18 años;2013S2;11
03 Alicante/Alacant;Ambos sexos;18 años;2013S1;-7
03 Alicante/Alacant;Ambos sexos;18 años;2012S2;-9
03 Alicante/Alacant;Ambos sexos;18 años;2012S1;-2
03 Alicante/Alacant;Ambos sexos;18 años;2011S2;-14
03 Alicante/Alacant;Ambos sexos;18 años;2011S1;17
03 Alicante/Alacant;Ambos sexos;18 años;2010S2;-9
03 Alicante/Alacant;Ambos sexos;18 años;2010S1;-12
03 Alicante/Alacant;Ambos sexos;18 años;2009S2;-41
03 Alicante/Alacant;Ambos sexos;18 años;2009S1;-26
03 Alicante/Alacant;Ambos sexos;18 años;2008S2;-13
03 Alicante/Alacant;Ambos sexos;18 años;2008S1;1
03 Alicante/Alacant;Ambos sexos;19 años;2021S1;1
03 Alicante/Alacant;Ambos sexos;19 años;2020S2;4
03 Alicante/Alacant;Ambos sexos;19 años;2020S1;0
03 Alicante/Alacant;Ambos sexos;19 años;2019S2;-41
03 Alicante/Alacant;Ambos sexos;19 años;2019S1;12
03 Alicante/Alacant;Ambos sexos;19 años;2018S2;-19
03 Alicante/Alacant;Ambos sexos;19 años;2018S1;15
03 Alicante/Alacant;Ambos sexos;19 años;2017S2;-14
03 Alicante/Alacant;Ambos sexos;19 años;2017S1;-11
03 Alicante/Alacant;Ambos sexos;19 años;2016S2;3
03 Alicante/Alacant;Ambos sexos;19 años;2016S1;15
03 Alicante/Alacant;Ambos sexos;19 años;2015S2;2
03 Alicante/Alacant;Ambos sexos;19 años;2015S1;-11
03 Alicante/Alacant;Ambos sexos;19 años;2014S2;-2
03 Alicante/Alacant;Ambos sexos;19 años;2014S1;8
03 Alicante/Alacant;Ambos sexos;19 años;2013S2;-16
03 Alicante/Alacant;Ambos sexos;19 años;2013S1;4
03 Alicante/Alacant;Ambos sexos;19 años;2012S2;-17
03 Alicante/Alacant;Ambos sexos;19 años;2012S1;13
03 Alicante/Alacant;Ambos sexos;19 años;2011S2;-1
03 Alicante/Alacant;Ambos sexos;19 años;2011S1;12
03 Alicante/Alacant;Ambos sexos;19 años;2010S2;-22
03 Alicante/Alacant;Ambos sexos;19 años;2010S1;-6
03 Alicante/Alacant;Ambos sexos;19 años;2009S2;-41
03 Alicante/Alacant;Ambos sexos;19 años;2009S1;-57
03 Alicante/Alacant;Ambos sexos;19 años;2008S2;-33
03 Alicante/Alacant;Ambos sexos;19 años;2008S1;-19
03 Alicante/Alacant;Ambos sexos;20 años;2021S1;-22
03 Alicante/Alacant;Ambos sexos;20 años;2020S2;6
03 Alicante/Alacant;Ambos sexos;20 años;2020S1;-7
03 Alicante/Alacant;Ambos sexos;20 años;2019S2;-6
03 Alicante/Alacant;Ambos sexos;20 años;2019S1;-13
03 Alicante/Alacant;Ambos sexos;20 años;2018S2;6
03 Alicante/Alacant;Ambos sexos;20 años;2018S1;1
03 Alicante/Alacant;Ambos sexos;20 años;2017S2;14
03 Alicante/Alacant;Ambos sexos;20 años;2017S1;6
03 Alicante/Alacant;Ambos sexos;20 años;2016S2;-7
03 Alicante/Alacant;Ambos sexos;20 años;2016S1;-3
03 Alicante/Alacant;Ambos sexos;20 años;2015S2;-10
03 Alicante/Alacant;Ambos sexos;20 años;2015S1;38
03 Alicante/Alacant;Ambos sexos;20 años;2014S2;-14
03 Alicante/Alacant;Ambos sexos;20 años;2014S1;22
03 Alicante/Alacant;Ambos sexos;20 años;2013S2;16
03 Alicante/Alacant;Ambos sexos;20 años;2013S1;-14
03 Alicante/Alacant;Ambos sexos;20 años;2012S2;-21
03 Alicante/Alacant;Ambos sexos;20 años;2012S1;-16
03 Alicante/Alacant;Ambos sexos;20 años;2011S2;-20
03 Alicante/Alacant;Ambos sexos;20 años;2011S1;-5
03 Alicante/Alacant;Ambos sexos;20 años;2010S2;-21
03 Alicante/Alacant;Ambos sexos;20 años;2010S1;-34
03 Alicante/Alacant;Ambos sexos;20 años;2009S2;-67
03 Alicante/Alacant;Ambos sexos;20 años;2009S1;-33
03 Alicante/Alacant;Ambos sexos;20 años;2008S2;-35
03 Alicante/Alacant;Ambos sexos;20 años;2008S1;-50
03 Alicante/Alacant;Ambos sexos;21 años;2021S1;22
03 Alicante/Alacant;Ambos sexos;21 años;2020S2;-10
03 Alicante/Alacant;Ambos sexos;21 años;2020S1;-2
03 Alicante/Alacant;Ambos sexos;21 años;2019S2;0
03 Alicante/Alacant;Ambos sexos;21 años;2019S1;-21
03 Alicante/Alacant;Ambos sexos;21 años;2018S2;-42
03 Alicante/Alacant;Ambos sexos;21 años;2018S1;-6
03 Alicante/Alacant;Ambos sexos;21 años;2017S2;1
03 Alicante/Alacant;Ambos sexos;21 años;2017S1;-9
03 Alicante/Alacant;Ambos sexos;21 años;2016S2;15
03 Alicante/Alacant;Ambos sexos;21 años;2016S1;14
03 Alicante/Alacant;Ambos sexos;21 años;2015S2;-5
03 Alicante/Alacant;Ambos sexos;21 años;2015S1;2
03 Alicante/Alacant;Ambos sexos;21 años;2014S2;-15
03 Alicante/Alacant;Ambos sexos;21 años;2014S1;-7
03 Alicante/Alacant;Ambos sexos;21 años;2013S2;-15
03 Alicante/Alacant;Ambos sexos;21 años;2013S1;1
03 Alicante/Alacant;Ambos sexos;21 años;2012S2;17
03 Alicante/Alacant;Ambos sexos;21 años;2012S1;24
03 Alicante/Alacant;Ambos sexos;21 años;2011S2;-20
03 Alicante/Alacant;Ambos sexos;21 años;2011S1;-11
03 Alicante/Alacant;Ambos sexos;21 años;2010S2;-3
03 Alicante/Alacant;Ambos sexos;21 años;2010S1;-28
03 Alicante/Alacant;Ambos sexos;21 años;2009S2;8
03 Alicante/Alacant;Ambos sexos;21 años;2009S1;-19
03 Alicante/Alacant;Ambos sexos;21 años;2008S2;-65
03 Alicante/Alacant;Ambos sexos;21 años;2008S1;-65
03 Alicante/Alacant;Ambos sexos;22 años;2021S1;-23
03 Alicante/Alacant;Ambos sexos;22 años;2020S2;-1
03 Alicante/Alacant;Ambos sexos;22 años;2020S1;9
03 Alicante/Alacant;Ambos sexos;22 años;2019S2;-44
03 Alicante/Alacant;Ambos sexos;22 años;2019S1;-26
03 Alicante/Alacant;Ambos sexos;22 años;2018S2;-18
03 Alicante/Alacant;Ambos sexos;22 años;2018S1;-5
03 Alicante/Alacant;Ambos sexos;22 años;2017S2;-12
03 Alicante/Alacant;Ambos sexos;22 años;2017S1;-10
03 Alicante/Alacant;Ambos sexos;22 años;2016S2;-22
03 Alicante/Alacant;Ambos sexos;22 años;2016S1;10
03 Alicante/Alacant;Ambos sexos;22 años;2015S2;-32
03 Alicante/Alacant;Ambos sexos;22 años;2015S1;17
03 Alicante/Alacant;Ambos sexos;22 años;2014S2;-5
03 Alicante/Alacant;Ambos sexos;22 años;2014S1;19
03 Alicante/Alacant;Ambos sexos;22 años;2013S2;11
03 Alicante/Alacant;Ambos sexos;22 años;2013S1;13
03 Alicante/Alacant;Ambos sexos;22 años;2012S2;11
03 Alicante/Alacant;Ambos sexos;22 años;2012S1;2
03 Alicante/Alacant;Ambos sexos;22 años;2011S2;11
03 Alicante/Alacant;Ambos sexos;22 años;2011S1;13
03 Alicante/Alacant;Ambos sexos;22 años;2010S2;-34
03 Alicante/Alacant;Ambos sexos;22 años;2010S1;-42
03 Alicante/Alacant;Ambos sexos;22 años;2009S2;-28
03 Alicante/Alacant;Ambos sexos;22 años;2009S1;-39
03 Alicante/Alacant;Ambos sexos;22 años;2008S2;-42
03 Alicante/Alacant;Ambos sexos;22 años;2008S1;-26
03 Alicante/Alacant;Ambos sexos;23 años;2021S1;25
03 Alicante/Alacant;Ambos sexos;23 años;2020S2;-11
03 Alicante/Alacant;Ambos sexos;23 años;2020S1;-8
03 Alicante/Alacant;Ambos sexos;23 años;2019S2;-33
03 Alicante/Alacant;Ambos sexos;23 años;2019S1;-26
03 Alicante/Alacant;Ambos sexos;23 años;2018S2;-44
03 Alicante/Alacant;Ambos sexos;23 años;2018S1;3
03 Alicante/Alacant;Ambos sexos;23 años;2017S2;-21
03 Alicante/Alacant;Ambos sexos;23 años;2017S1;3
03 Alicante/Alacant;Ambos sexos;23 años;2016S2;-23
03 Alicante/Alacant;Ambos sexos;23 años;2016S1;-31
03 Alicante/Alacant;Ambos sexos;23 años;2015S2;-29
03 Alicante/Alacant;Ambos sexos;23 años;2015S1;1
03 Alicante/Alacant;Ambos sexos;23 años;2014S2;-56
03 Alicante/Alacant;Ambos sexos;23 años;2014S1;-28
03 Alicante/Alacant;Ambos sexos;23 años;2013S2;-6
03 Alicante/Alacant;Ambos sexos;23 años;2013S1;21
03 Alicante/Alacant;Ambos sexos;23 años;2012S2;-1
03 Alicante/Alacant;Ambos sexos;23 años;2012S1;25
03 Alicante/Alacant;Ambos sexos;23 años;2011S2;12
03 Alicante/Alacant;Ambos sexos;23 años;2011S1;-8
03 Alicante/Alacant;Ambos sexos;23 años;2010S2;-20
03 Alicante/Alacant;Ambos sexos;23 años;2010S1;15
03 Alicante/Alacant;Ambos sexos;23 años;2009S2;-53
03 Alicante/Alacant;Ambos sexos;23 años;2009S1;-41
03 Alicante/Alacant;Ambos sexos;23 años;2008S2;-51
03 Alicante/Alacant;Ambos sexos;23 años;2008S1;-19
03 Alicante/Alacant;Ambos sexos;24 años;2021S1;6
03 Alicante/Alacant;Ambos sexos;24 años;2020S2;-32
03 Alicante/Alacant;Ambos sexos;24 años;2020S1;-38
03 Alicante/Alacant;Ambos sexos;24 años;2019S2;-22
03 Alicante/Alacant;Ambos sexos;24 años;2019S1;-32
03 Alicante/Alacant;Ambos sexos;24 años;2018S2;-41
03 Alicante/Alacant;Ambos sexos;24 años;2018S1;-18
03 Alicante/Alacant;Ambos sexos;24 años;2017S2;-53
03 Alicante/Alacant;Ambos sexos;24 años;2017S1;-17
03 Alicante/Alacant;Ambos sexos;24 años;2016S2;-28
03 Alicante/Alacant;Ambos sexos;24 años;2016S1;-17
03 Alicante/Alacant;Ambos sexos;24 años;2015S2;-106
03 Alicante/Alacant;Ambos sexos;24 años;2015S1;7
03 Alicante/Alacant;Ambos sexos;24 años;2014S2;-27
03 Alicante/Alacant;Ambos sexos;24 años;2014S1;42
03 Alicante/Alacant;Ambos sexos;24 años;2013S2;-15
03 Alicante/Alacant;Ambos sexos;24 años;2013S1;7
03 Alicante/Alacant;Ambos sexos;24 años;2012S2;-33
03 Alicante/Alacant;Ambos sexos;24 años;2012S1;16
03 Alicante/Alacant;Ambos sexos;24 años;2011S2;-31
03 Alicante/Alacant;Ambos sexos;24 años;2011S1;-30
03 Alicante/Alacant;Ambos sexos;24 años;2010S2;-55
03 Alicante/Alacant;Ambos sexos;24 años;2010S1;-20
03 Alicante/Alacant;Ambos sexos;24 años;2009S2;-81
03 Alicante/Alacant;Ambos sexos;24 años;2009S1;-69
03 Alicante/Alacant;Ambos sexos;24 años;2008S2;-10
03 Alicante/Alacant;Ambos sexos;24 años;2008S1;-32
03 Alicante/Alacant;Ambos sexos;25 años;2021S1;-14
03 Alicante/Alacant;Ambos sexos;25 años;2020S2;-6
03 Alicante/Alacant;Ambos sexos;25 años;2020S1;-28
03 Alicante/Alacant;Ambos sexos;25 años;2019S2;-85
03 Alicante/Alacant;Ambos sexos;25 años;2019S1;-43
03 Alicante/Alacant;Ambos sexos;25 años;2018S2;-100
03 Alicante/Alacant;Ambos sexos;25 años;2018S1;-51
03 Alicante/Alacant;Ambos sexos;25 años;2017S2;-53
03 Alicante/Alacant;Ambos sexos;25 años;2017S1;-40
03 Alicante/Alacant;Ambos sexos;25 años;2016S2;-30
03 Alicante/Alacant;Ambos sexos;25 años;2016S1;-16
03 Alicante/Alacant;Ambos sexos;25 años;2015S2;-60
03 Alicante/Alacant;Ambos sexos;25 años;2015S1;-44
03 Alicante/Alacant;Ambos sexos;25 años;2014S2;-61
03 Alicante/Alacant;Ambos sexos;25 años;2014S1;-28
03 Alicante/Alacant;Ambos sexos;25 años;2013S2;-6
03 Alicante/Alacant;Ambos sexos;25 años;2013S1;18
03 Alicante/Alacant;Ambos sexos;25 años;2012S2;-25
03 Alicante/Alacant;Ambos sexos;25 años;2012S1;11
03 Alicante/Alacant;Ambos sexos;25 años;2011S2;-38
03 Alicante/Alacant;Ambos sexos;25 años;2011S1;-30
03 Alicante/Alacant;Ambos sexos;25 años;2010S2;-72
03 Alicante/Alacant;Ambos sexos;25 años;2010S1;-74
03 Alicante/Alacant;Ambos sexos;25 años;2009S2;-66
03 Alicante/Alacant;Ambos sexos;25 años;2009S1;-88
03 Alicante/Alacant;Ambos sexos;25 años;2008S2;-51
03 Alicante/Alacant;Ambos sexos;25 años;2008S1;-5
03 Alicante/Alacant;Ambos sexos;26 años;2021S1;-11
03 Alicante/Alacant;Ambos sexos;26 años;2020S2;-26
03 Alicante/Alacant;Ambos sexos;26 años;2020S1;-37
03 Alicante/Alacant;Ambos sexos;26 años;2019S2;-74
03 Alicante/Alacant;Ambos sexos;26 años;2019S1;-41
03 Alicante/Alacant;Ambos sexos;26 años;2018S2;-79
03 Alicante/Alacant;Ambos sexos;26 años;2018S1;-68
03 Alicante/Alacant;Ambos sexos;26 años;2017S2;-39
03 Alicante/Alacant;Ambos sexos;26 años;2017S1;-67
03 Alicante/Alacant;Ambos sexos;26 años;2016S2;-52
03 Alicante/Alacant;Ambos sexos;26 años;2016S1;-9
03 Alicante/Alacant;Ambos sexos;26 años;2015S2;-44
03 Alicante/Alacant;Ambos sexos;26 años;2015S1;-30
03 Alicante/Alacant;Ambos sexos;26 años;2014S2;-49
03 Alicante/Alacant;Ambos sexos;26 años;2014S1;-45
03 Alicante/Alacant;Ambos sexos;26 años;2013S2;-21
03 Alicante/Alacant;Ambos sexos;26 años;2013S1;-9
03 Alicante/Alacant;Ambos sexos;26 años;2012S2;-27
03 Alicante/Alacant;Ambos sexos;26 años;2012S1;7
03 Alicante/Alacant;Ambos sexos;26 años;2011S2;-16
03 Alicante/Alacant;Ambos sexos;26 años;2011S1;7
03 Alicante/Alacant;Ambos sexos;26 años;2010S2;-77
03 Alicante/Alacant;Ambos sexos;26 años;2010S1;-51
03 Alicante/Alacant;Ambos sexos;26 años;2009S2;-64
03 Alicante/Alacant;Ambos sexos;26 años;2009S1;-48
03 Alicante/Alacant;Ambos sexos;26 años;2008S2;-64
03 Alicante/Alacant;Ambos sexos;26 años;2008S1;-22
03 Alicante/Alacant;Ambos sexos;27 años;2021S1;-3
03 Alicante/Alacant;Ambos sexos;27 años;2020S2;33
03 Alicante/Alacant;Ambos sexos;27 años;2020S1;4
03 Alicante/Alacant;Ambos sexos;27 años;2019S2;-75
03 Alicante/Alacant;Ambos sexos;27 años;2019S1;-11
03 Alicante/Alacant;Ambos sexos;27 años;2018S2;7
03 Alicante/Alacant;Ambos sexos;27 años;2018S1;-28
03 Alicante/Alacant;Ambos sexos;27 años;2017S2;-53
03 Alicante/Alacant;Ambos sexos;27 años;2017S1;-24
03 Alicante/Alacant;Ambos sexos;27 años;2016S2;-32
03 Alicante/Alacant;Ambos sexos;27 años;2016S1;-51
03 Alicante/Alacant;Ambos sexos;27 años;2015S2;-36
03 Alicante/Alacant;Ambos sexos;27 años;2015S1;-43
03 Alicante/Alacant;Ambos sexos;27 años;2014S2;-38
03 Alicante/Alacant;Ambos sexos;27 años;2014S1;2
03 Alicante/Alacant;Ambos sexos;27 años;2013S2;-8
03 Alicante/Alacant;Ambos sexos;27 años;2013S1;-10
03 Alicante/Alacant;Ambos sexos;27 años;2012S2;4
03 Alicante/Alacant;Ambos sexos;27 años;2012S1;20
03 Alicante/Alacant;Ambos sexos;27 años;2011S2;-58
03 Alicante/Alacant;Ambos sexos;27 años;2011S1;-36
03 Alicante/Alacant;Ambos sexos;27 años;2010S2;-66
03 Alicante/Alacant;Ambos sexos;27 años;2010S1;-64
03 Alicante/Alacant;Ambos sexos;27 años;2009S2;-45
03 Alicante/Alacant;Ambos sexos;27 años;2009S1;-44
03 Alicante/Alacant;Ambos sexos;27 años;2008S2;-89
03 Alicante/Alacant;Ambos sexos;27 años;2008S1;-83
03 Alicante/Alacant;Ambos sexos;28 años;2021S1;-14
03 Alicante/Alacant;Ambos sexos;28 años;2020S2;7
03 Alicante/Alacant;Ambos sexos;28 años;2020S1;-13
03 Alicante/Alacant;Ambos sexos;28 años;2019S2;-37
03 Alicante/Alacant;Ambos sexos;28 años;2019S1;-17
03 Alicante/Alacant;Ambos sexos;28 años;2018S2;-8
03 Alicante/Alacant;Ambos sexos;28 años;2018S1;-38
03 Alicante/Alacant;Ambos sexos;28 años;2017S2;-70
03 Alicante/Alacant;Ambos sexos;28 años;2017S1;-34
03 Alicante/Alacant;Ambos sexos;28 años;2016S2;-10
03 Alicante/Alacant;Ambos sexos;28 años;2016S1;-1
03 Alicante/Alacant;Ambos sexos;28 años;2015S2;-38
03 Alicante/Alacant;Ambos sexos;28 años;2015S1;-26
03 Alicante/Alacant;Ambos sexos;28 años;2014S2;-16
03 Alicante/Alacant;Ambos sexos;28 años;2014S1;6
03 Alicante/Alacant;Ambos sexos;28 años;2013S2;41
03 Alicante/Alacant;Ambos sexos;28 años;2013S1;-19
03 Alicante/Alacant;Ambos sexos;28 años;2012S2;-4
03 Alicante/Alacant;Ambos sexos;28 años;2012S1;-5
03 Alicante/Alacant;Ambos sexos;28 años;2011S2;-10
03 Alicante/Alacant;Ambos sexos;28 años;2011S1;-16
03 Alicante/Alacant;Ambos sexos;28 años;2010S2;-52
03 Alicante/Alacant;Ambos sexos;28 años;2010S1;-27
03 Alicante/Alacant;Ambos sexos;28 años;2009S2;-26
03 Alicante/Alacant;Ambos sexos;28 años;2009S1;-55
03 Alicante/Alacant;Ambos sexos;28 años;2008S2;-95
03 Alicante/Alacant;Ambos sexos;28 años;2008S1;-44
03 Alicante/Alacant;Ambos sexos;29 años;2021S1;24
03 Alicante/Alacant;Ambos sexos;29 años;2020S2;13
03 Alicante/Alacant;Ambos sexos;29 años;2020S1;-24
03 Alicante/Alacant;Ambos sexos;29 años;2019S2;-50
03 Alicante/Alacant;Ambos sexos;29 años;2019S1;-30
03 Alicante/Alacant;Ambos sexos;29 años;2018S2;-2
03 Alicante/Alacant;Ambos sexos;29 años;2018S1;-47
03 Alicante/Alacant;Ambos sexos;29 años;2017S2;-24
03 Alicante/Alacant;Ambos sexos;29 años;2017S1;9
03 Alicante/Alacant;Ambos sexos;29 años;2016S2;-24
03 Alicante/Alacant;Ambos sexos;29 años;2016S1;3
03 Alicante/Alacant;Ambos sexos;29 años;2015S2;-21
03 Alicante/Alacant;Ambos sexos;29 años;2015S1;-5
03 Alicante/Alacant;Ambos sexos;29 años;2014S2;-26
03 Alicante/Alacant;Ambos sexos;29 años;2014S1;0
03 Alicante/Alacant;Ambos sexos;29 años;2013S2;58
03 Alicante/Alacant;Ambos sexos;29 años;2013S1;-5
03 Alicante/Alacant;Ambos sexos;29 años;2012S2;25
03 Alicante/Alacant;Ambos sexos;29 años;2012S1;2
03 Alicante/Alacant;Ambos sexos;29 años;2011S2;31
03 Alicante/Alacant;Ambos sexos;29 años;2011S1;-20
03 Alicante/Alacant;Ambos sexos;29 años;2010S2;22
03 Alicante/Alacant;Ambos sexos;29 años;2010S1;-33
03 Alicante/Alacant;Ambos sexos;29 años;2009S2;-68
03 Alicante/Alacant;Ambos sexos;29 años;2009S1;-69
03 Alicante/Alacant;Ambos sexos;29 años;2008S2;-53
03 Alicante/Alacant;Ambos sexos;29 años;2008S1;-57
03 Alicante/Alacant;Ambos sexos;30 años;2021S1;17
03 Alicante/Alacant;Ambos sexos;30 años;2020S2;-1
03 Alicante/Alacant;Ambos sexos;30 años;2020S1;-3
03 Alicante/Alacant;Ambos sexos;30 años;2019S2;-11
03 Alicante/Alacant;Ambos sexos;30 años;2019S1;-12
03 Alicante/Alacant;Ambos sexos;30 años;2018S2;13
03 Alicante/Alacant;Ambos sexos;30 años;2018S1;-1
03 Alicante/Alacant;Ambos sexos;30 años;2017S2;35
03 Alicante/Alacant;Ambos sexos;30 años;2017S1;-24
03 Alicante/Alacant;Ambos sexos;30 años;2016S2;-23
03 Alicante/Alacant;Ambos sexos;30 años;2016S1;-51
03 Alicante/Alacant;Ambos sexos;30 años;2015S2;13
03 Alicante/Alacant;Ambos sexos;30 años;2015S1;18
03 Alicante/Alacant;Ambos sexos;30 años;2014S2;-12
03 Alicante/Alacant;Ambos sexos;30 años;2014S1;-8
03 Alicante/Alacant;Ambos sexos;30 años;2013S2;-12
03 Alicante/Alacant;Ambos sexos;30 años;2013S1;-6
03 Alicante/Alacant;Ambos sexos;30 años;2012S2;-23
03 Alicante/Alacant;Ambos sexos;30 años;2012S1;14
03 Alicante/Alacant;Ambos sexos;30 años;2011S2;20
03 Alicante/Alacant;Ambos sexos;30 años;2011S1;5
03 Alicante/Alacant;Ambos sexos;30 años;2010S2;19
03 Alicante/Alacant;Ambos sexos;30 años;2010S1;-6
03 Alicante/Alacant;Ambos sexos;30 años;2009S2;-86
03 Alicante/Alacant;Ambos sexos;30 años;2009S1;-80
03 Alicante/Alacant;Ambos sexos;30 años;2008S2;-53
03 Alicante/Alacant;Ambos sexos;30 años;2008S1;47
03 Alicante/Alacant;Ambos sexos;31 años;2021S1;14
03 Alicante/Alacant;Ambos sexos;31 años;2020S2;39
03 Alicante/Alacant;Ambos sexos;31 años;2020S1;-22
03 Alicante/Alacant;Ambos sexos;31 años;2019S2;-55
03 Alicante/Alacant;Ambos sexos;31 años;2019S1;-22
03 Alicante/Alacant;Ambos sexos;31 años;2018S2;7
03 Alicante/Alacant;Ambos sexos;31 años;2018S1;-31
03 Alicante/Alacant;Ambos sexos;31 años;2017S2;20
03 Alicante/Alacant;Ambos sexos;31 años;2017S1;8
03 Alicante/Alacant;Ambos sexos;31 años;2016S2;10
03 Alicante/Alacant;Ambos sexos;31 años;2016S1;13
03 Alicante/Alacant;Ambos sexos;31 años;2015S2;5
03 Alicante/Alacant;Ambos sexos;31 años;2015S1;23
03 Alicante/Alacant;Ambos sexos;31 años;2014S2;-11
03 Alicante/Alacant;Ambos sexos;31 años;2014S1;-7
03 Alicante/Alacant;Ambos sexos;31 años;2013S2;17
03 Alicante/Alacant;Ambos sexos;31 años;2013S1;49
03 Alicante/Alacant;Ambos sexos;31 años;2012S2;29
